Tweet,Suicide,Tweet_pt
Paxton fans keep up the good work ! This young lady is really talented,Not Suicide post,Fãs da Paxton continuem fazendo um ótimo trabalho! Essa jovem senhora é realmente talentosa.
Damn my FBI agent must hate me. I saw this as soon as i asked myself âwhy are you always tired?â.. https://t.co/vTORJSqCx3,Potential Suicide post ,"Meu agente da FBI deve me odiar. Eu percebi isso assim que perguntei a mim mesmo: ""por que estou sempre cansado?""... https://t.co/vTORJSqCx3"
"is kicking back with a beer and watching, of all things, a tacky chick flick...eh....we gotta do it now and then",Not Suicide post,"está relaxando com uma cerveja e assistindo, de tudo, um filme de garota chato...eh....nós temos que fazer isso agora e então."
"The rapper LÃ¡zaro Leonado Rodriguez Betancul, best known for Viva Cuba free or pupito. This detainee in the area ofâ¦ https://t.co/oeWHow0l5a",Not Suicide post,"O rapper Lázaro Leónardo Rodríguez Betancul, mais conhecido por Viva Cuba livre ou pupito. Este detento está na área de..."
"@justinhayward pardon was just a little ad IÃ¯Â¿Â½m currently testing twitter a bit, didnÃ¯Â¿Â½t want to confuse anyone!",Not Suicide post,"@justinhayward perdão era apenas um anúncio que estou testando no momento, estou experimentando o Twitter e não queria confundir ninguém!"
@JayGee101 Glad to hear it! Im ok thanx,Not Suicide post,"@JayGee101 Pra mim é bom saber! Estou bem, obrigado"
I hate myself so much,Potential Suicide post ,Eu odeio mim mesmo tanto
"@MaranePlaza: Glad you enjoyed your first day, frend",Not Suicide post,"@MaranePlaza: Prazer em saber que você gostou do seu primeiro dia, amigo!"
He is tired.,Not Suicide post,Ele está cansado.
"Good Morning! With apologies to my MState friends, all I have to say is Woohoo! Tar Nation! Better luck next year, boys!",Not Suicide post,"Bom dia! Com desculpas para meus amigos do MState, tudo o que tenho a dizer é: Uau! Nação Tar! Boa sorte na próxima vez, garotos!"
@thepatr1ck How did the interviewing go today? Did she get your seal of approval?,Not Suicide post,@thepatr1ck Como foi a entrevista hoje? Ela recebeu sua aprovação?
@redrobinrockn yes...but today daddy has them! i'm out for the day to work,Not Suicide post,@redrobinrockn sim...mas hoje papai tem eles! Estou fora do dia para trabalhar
@bob_saget Hey Remember me! I watched your car so you wouldnt get a ticket after Minskeys. You're still fabulous.,Not Suicide post,"@bob_saget Ei, lembra de mim? Eu vigiei seu carro para você não receber um multa após Minkey's. Você ainda é incrível."
"@tommcfly do you like spongebob? &amp; only like 17 days until mcfly edinburgh, then the next day glasgow then the next day newcastle, yaldy",Not Suicide post,"@tommcfly você gosta de bob esponja? &amp; só faltam 17 dias para o mcfly em edimburgo, depois o próximo dia será glasgow e o seguinte novo castelo."
might go out and see marble today,Not Suicide post,pode sair e ver a pedra de mármore hoje
at this point i dont even mind the pain i just want out of life,Potential Suicide post ,"Neste ponto eu não me importo nem com a dor, eu só quero sair da vida."
"@arabsodmg www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",Not Suicide post,"@arabsodmg www.youtube.com/Titomi15... ASSISTA OS VÍDEOS, COMENTE E SE INSCREVA!!! E Siga-me, Boa sorte!"
"i want to wake up, watch the sunrise and sun set, then go to sleep everyday forever.",Potential Suicide post ,"Quero acordar-me, assistir ao nascer e pôr do sol, e então dormir todos os dias para sempre."
"@niinabaniina,Texasâï¸ Arizona ,RT @caringcorbyn: i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literallyâ¦",Potential Suicide post ,"@niinabaniina, Texasâï¸ Arizona, RT @caringcorbyn: Eu literalmente não consigo explicar tudo o que aconteceu, muito já aconteceu, eu não quero estar aqui mais. O que é mesmo o ponto disso tudo? Eu literalmente..."
@WarcraftDevs  can u do something about demo holy fucking SHIT its been months without ANYTHING done do u not realiâ¦ https://t.co/g4m6reGxUg,Potential Suicide post ,@WarcraftDevs pode fazer algo sobre o demo? Santo Deus! Já faz meses que não há nada feito. Você não percebe como isso está difícil para nós? https://t.co/g4m6reGxUg
@acummings We have the location updated on the Dakno blog. Always looking out for the REBC peeps! #REBCPHL,Not Suicide post,@acummings Temos a localização atualizada no blog do Dakno. Sempre procurando pelos peeps do REBC! #REBCPHL
school is the worst i get so nervous and worked up about it that i throw up or pass out i will force myself to pass out by hyperventilating just to get a break from it all i dont know what to do and i am starting to get suicidal thoughts my mom only shames me for procrastinating too much or poor me shit please help,Potential Suicide post ,"A escola é o pior eu fico tão nervoso e agitado que vomito ou desmaio vou me forçar a desmaiar por hiperventilação apenas para ter um descanso de tudo isso não sei o que fazer e estou começando a ter pensamentos suicidas minha mãe só me culpa por procrastinar demais ou pobre mim, por favor ajude"
"Well, do you want me to come back home?",Not Suicide post,"Bem, você quer que eu volte para casa?"
"@kellyhopper372,Florida, USA,https://t.co/5tsIoklInt. ""Waiting for the End"" Please Chester let me come with you up in heaven! I dont want to fight this anymore. Nobody cares here so why bother",Potential Suicide post ,"@kellyhopper372,Flórida, EUA,https://t.co/5tsIoklInt. ""Esperando o Fim"" Por favor, Chester, deixe-me ir com você para o céu! Eu não quero lutar mais disso. Ninguém se importa aqui, então por que se preocupar?"
"@raina Oh, I can understand why you would want to deceive people, I just don't understand how you can involve your family in such a thing &ndash; especially Tammy!",Not Suicide post,"@raina Ah, eu entendo por que você queria enganar as pessoas, mas não entendo como você envolve sua família nisso tudo – especialmente a Tammy!"
"Busy times at Elstree Studios. New arrivals include, Murderland, Secret Diary of a call girl - Re-uniting the Rubins - Huge - Sainsburys",Not Suicide post,"Tempo ocupado nos Estúdios de Elstree. Novos chegados incluem, Murderland, Diário secreto de uma garota - Re-unindo os Rubins - Grande - Sainsbury's"
@tommcfly i wouldnÃ¯Â¿Â½t say &quot;the best books ever written&quot; but they are quite close though i was a bit disappointed about the 7th,Not Suicide post,"@tommcfly eu não diria ""os melhores livros já escritos"", mas eles estão muito perto, embora tenha ficado um pouco desapontado com o sétimo."
I hope God takes me soon. I legit am tired of living and really just wanna die. I feel like crying for everything lâ¦ https://t.co/hmnfAKgolY,Potential Suicide post ,Espero que Deus me leve logo. Estou legítimo cansado de viver e realmente quero morrer. Sinto-me como chorar por tudo...
@escribitionist i didn't want to eat other's foodd!!! dun make me sound so bad lah! i just have another crave for food...that's all,Not Suicide post,"@escrevinista eu não queria comer comida de outras pessoas!!! Não faça com que eu fique tão ruim, lá! Eu só tenho outro desejo por comida...é isso."
@RLN49 Too funny!,Not Suicide post,@RLN49 Muito engraçado!
"@JCred yeah, I thought HOllywood was teaching us to be GREEN, and now the top movie is about really really powerful CARS? going FAST?",Not Suicide post,"@JCred sim, eu pensei que Hollywood estava nos ensinando a ser VERDE, e agora o filme mais popular é sobre carros muito poderosos indo MUITO RÁPIDOS?"
RT @PrincessSGB: I'm pleased to announce that I will be releasing a limited amount of my 'Why U Mad?' Merch this Friday! #WhyUMad,Not Suicide post,"RT @PrincesaSGB: Estou feliz em anunciar que vou liberar uma quantidade limitada de meus ""Por que você está bravo?"" Mercado esse fim de semana! #PorQueVocêEstaBravo"
thanks for the welcome Mark!!,Not Suicide post,obrigado pela acolhida Mark!!
I really hate myself this much to wait in this long ass line damn,Potential Suicide post ,"Eu odeio a mim mesmo tanto que tenho que esperar nessa fila imensa demais, porra!"
@tommcfly did you go to the gerhard richter exhibition? i love it there,Not Suicide post,@tommcfly você foi à exposição do Gerhard Richter? Eu amo!
horror scope: &quot;doing boring desk work will take constant mental readjustment now&quot;. and that's different from every other day how?!,Not Suicide post,"Escopo de terror: ""Fazer trabalho de escritório chato vai exigir ajustes mentais constantes agora"". E isso é diferente de todos os outros dias como?!"
RT @MuffetMcGraw: Congratulations to Vivian stringer on your 1000th win tonight.   An amazing accomplishment for an amazing woman.  You staâ¦,Not Suicide post,RT @MuffetMcGraw: Parabéns a Vivian Stringer pelo seu 1000º vitória hoje à noite. Um feito incrível para uma mulher incrível. Você está...
He is not tired.,Not Suicide post,Ele não está cansado.
"@joniconix Ah, you refer to the tabloid not letters. I see. In that case I must add an additional rephrasing. &quot;I don't.&quot;",Not Suicide post,"@joniconix Ah, você se refere ao tabloide e não às cartas. Entendi. Nesse caso, eu preciso adicionar uma reafirmação. “Eu não.”"
"RT @hankrsmith: Breaking off a serious relationship and saying, âI still want to be close friendsâ is like saying, âThe dog is dead, but Iâ¦",Potential Suicide post ,"RT @hankrsmith: Romper um relacionamento sério e dizer, ""Eu ainda quero ser amigo"", é como dizer, ""O cachorro morreu, mas eu..."""
@JessicaHamby I LAUGHED SO HARD at that statement. SO hard. I needed that thank you.,Not Suicide post,"@JessicaHamby Eu RIA A MUITA ÁGUA com essa declaração. Muito. Precisava disso, obrigada."
my wife: on his will it says he's left all his updog to you,Potential Suicide post ,minha esposa: na sua testamento diz que ele deixou tudo para você
http://twitpic.com/2ydkg - Time to bust out the Green Wing,Not Suicide post,É hora de sacar a Asa Verde.
RT @narendramodi: Delighted to join the Centenary Celebrations of Patna University. Sharing my speech during the programme today.,Not Suicide post,RT @narendramodi: Fico feliz em participar das Celebrações do Centenário da Universidade de Patna. Compartilho meu discurso durante o programa hoje.
@robcthegeek You forgot Dependency injection/IoC containers on your tech todo list,Not Suicide post,@robcthegeek Você esqueceu de incluir injecção de dependência/contêineres IoC na sua lista de tecnologias.
@itsmeAJyo You think I like the feeling of walking past a homeless person knowing I'm gonna give them money I wishâ¦ https://t.co/9ybTrA6RRK,Potential Suicide post ,@itsmeAJyo Você acha que eu gosto da sensação de passar por um pessoa sem-teto sabendo que vou dar dinheiro para eles Eu desejo... https://t.co/9ybTrA6RRK
I am so TIRED of EVERYTHING I just want to DIE,Potential Suicide post ,Estou tão EXAUSTO de TUDO Quero apenas MORRER
"Yes go keep on bringing me down, I swear Iâll deactivate my social medias and never come back because yeah you guysâ¦ https://t.co/x8YkSCbymZ",Potential Suicide post ,"Sim, vá continuar me trazendo para baixo, eu juro que vou desativar minhas mídias sociais e nunca voltarei porque sim vocês..."
@gogreen18 yeah I watched your blog tv today.. my wife was the one who told you I wanted you as a pet Lmao.. have a good night,Not Suicide post,"@gogreen18 sim, eu assisti ao seu blog TV hoje... minha esposa foi quem disse que você queria ser meu animal de estimação Lmao... boa noite!"
vacancy starring kate beckinsale and luke wilson gonna watch it fariah lynnnnnn rocks !,Not Suicide post,Vaga estrelada por Kate Beckinsale e Luke Wilson vou assistir! Fariah Lynnnnnn é incrível !
damn i really only have 4 hours to start and finish this paper for tomorrow i hate myself,Potential Suicide post ,"meu deus, eu realmente só tenho 4 horas para começar e terminar esse trabalho amanhã odeio a mim mesmo"
@AlexCraven yeah I saw. I'm tempted to get into it but think I'll wait till the DVD set is out. I like to be able to gorge myself on it,Not Suicide post,"@AlexCraven sim, eu vi. Estou tentado a entrar nisso, mas penso que vou esperar até o conjunto de DVD sair. Gosto de poder me alimentar disso"
@mickydodds Pretty much. Trying to follow the more interesting ones at the moment.,Not Suicide post,@MickyDodd Estou tentando seguir os mais interessantes no momento.
@n3rdbeere MicroBlog? You have a good point!,Not Suicide post,@N3RDBEER MicroBlog? Você tem um ponto válido!
She was not tired.,Not Suicide post,Ela não estava cansada.
Installing Call of Duty 4... what a big DON'T... HELL YEAH,Not Suicide post,Instalando Call of Duty 4... que grande DON'T... HELL YEAH
